avg_price,num_hosts,avg_minimum_nights,avg_reviews_per_month
87.5952380952381,27,2.2142857142857144,1.6157142857142857
67.25,4,9.5,1.04
115.0,10,2.761904761904762,1.060952380952381
154.30263157894737,61,1.631578947368421,1.5353947368421053
100.63504464285714,744,5.533482142857143,1.0056919642857143
81.76470588235294,13,2.4705882352941178,1.4217647058823528
210.13432835820896,59,16.73134328358209,0.3629850746268657
103.34532374100719,111,9.525179856115107,1.2987769784172662
142.0,5,2.5,0.9366666666666666
102.5,2,16.5,0.45499999999999996
75.42857142857143,5,2.4285714285714284,1.8914285714285715
93.6842105263158,26,4.131578947368421,1.8250000000000002
87.47058823529412,15,5.176470588235294,1.2723529411764707
101.5036496350365,2769,5.657474993241417,1.3118680724520142
171.5,7,1.75,1.0275
99.35714285714286,11,1.7857142857142858,0.47285714285714286
77.125,19,3.375,1.5733333333333333
75.78666666666666,55,4.986666666666666,1.2878666666666667
106.7,10,6.1,1.4940000000000002
176.135593220339,156,7.751412429378531,0.8358757062146892
63.06617647058823,74,3.1911764705882355,1.0553676470588236
213.33333333333334,2,1.0,0.14666666666666664
105.875,36,1.8928571428571428,1.3524999999999998
93.17567567567568,58,4.5675675675675675,1.3636486486486485
57.10526315789474,18,2.8947368421052633,1.6142105263157895
194.7434210526316,146,7.605263157894737,0.7202631578947368
76.9,47,2.6666666666666665,1.5245
47.333333333333336,3,12.166666666666666,1.2116666666666667
84.139951179821,1891,5.849471114727421,1.068547599674532
81.73076923076923,22,2.1923076923076925,1.2196153846153845
104.36734693877551,100,2.292517006802721,1.9689115646258504
170.6594827586207,208,4.5905172413793105,0.9175000000000001
63.0,3,2.3333333333333335,0.6166666666666667
139.75,4,9.0,0.965
222.73703366696998,894,10.100090991810736,0.9397270245677889
158.0983606557377,326,5.691256830601093,1.2008469945355191
173.0,16,2.0555555555555554,1.7077777777777778
191.94230769230768,50,7.5,0.4475
87.46428571428571,21,15.214285714285714,1.0989285714285715
112.76190476190476,14,2.0476190476190474,1.3738095238095238
84.93333333333334,9,1.8666666666666667,1.7046666666666668
149.4604569420035,491,6.72231985940246,0.8205272407732864
77.5,2,2.5,0.245
196.23469387755102,92,7.153061224489796,1.0819387755102041
88.0,18,4.157894736842105,1.8778947368421053
140.58536585365854,38,5.512195121951219,0.8614634146341463
58.19230769230769,10,5.153846153846154,1.396153846153846
86.18,42,2.6,1.472
73.78125,31,3.21875,1.05
123.70588235294117,10,4.470588235294118,0.9570588235294117
59.171875,36,2.265625,1.84984375
108.82628205128205,1297,5.470512820512821,0.9987435897435897
92.55223880597015,90,6.388059701492537,1.8682835820895523
196.30555555555554,32,7.666666666666667,0.9180555555555555
95.19155844155844,253,4.340909090909091,1.2105194805194803
79.42857142857143,5,2.142857142857143,2.0685714285714285
82.75,6,2.0,1.20875
150.34939759036143,78,5.891566265060241,0.6544578313253012
93.41666666666667,10,2.5,1.5733333333333333
81.18378378378378,114,1.8054054054054054,4.269945945945946
89.38832997987927,321,6.448692152917505,1.4354124748490946
120.54406474820144,892,5.868705035971223,1.419343525179856
94.44444444444444,5,1.3333333333333333,2.6244444444444444
85.42660550458716,129,4.678899082568807,1.7491743119266054
173.7608695652174,1609,6.316304347826087,0.9057717391304347
141.69230769230768,2,1.6923076923076923,0.35076923076923083
82.0,11,3.076923076923077,1.2999999999999998
94.72727272727273,9,10.090909090909092,0.950909090909091
80.45991561181435,143,6.69198312236287,1.3455274261603376
141.66666666666666,3,5.333333333333333,1.6466666666666665
68.2,5,1.6,1.1199999999999999
165.86206896551724,20,5.413793103448276,1.0041379310344827
75.08333333333333,11,3.0833333333333335,0.9291666666666667
219.76415094339623,374,12.115902964959568,1.013530997304582
90.6294498381877,518,5.058252427184466,0.8921359223300971
275.05263157894734,73,6.315789473684211,0.9492105263157895
107.2439024390244,64,2.5853658536585367,1.295731707317073
90.20470588235294,209,3.3223529411764705,1.9269176470588236
68.46774193548387,38,4.290322580645161,1.1653225806451613
106.04195804195804,103,4.433566433566433,1.0625174825174826
149.22540983606558,405,7.5,0.8342418032786886
93.81818181818181,48,6.090909090909091,0.6907272727272727
800.0,1,7.0,0.0
99.5,20,1.5625,2.646875
90.79629629629629,45,3.8333333333333335,1.8211111111111111
154.02845528455285,201,5.369918699186992,1.1784146341463415
195.45481927710844,291,8.572289156626505,0.8794879518072289
68.66666666666667,3,2.6666666666666665,1.5333333333333332
57.666666666666664,3,6.666666666666667,1.615
79.01470588235294,43,6.647058823529412,0.9002941176470588
100.6,7,10.7,0.99
136.11791179117913,874,6.403240324032403,0.7057425742574258
217.13802083333334,356,11.9609375,0.727421875
159.14285714285714,7,1.8571428571428572,1.0271428571428571
114.00716981132075,2111,6.102264150943396,1.1144566037735848
197.0662557781202,1356,8.125834617360042,1.4354648176682074
70.96153846153847,18,4.153846153846154,1.823846153846154
88.64285714285714,10,2.0714285714285716,1.4114285714285715
135.75,4,2.5,0.20750000000000002
115.4,15,3.05,1.9579999999999997
100.0,2,3.5,0.57
118.33333333333333,2,1.6666666666666667,3.76
50.5,8,13.777777777777779,1.1216666666666668
88.89682539682539,213,5.388888888888889,0.7640873015873016
80.89784946236558,134,4.983870967741935,1.5767204301075268
95.77056277056278,138,1.8614718614718615,2.470952380952381
182.94736842105263,16,1.9473684210526316,2.0878947368421055
132.125,6,1.625,2.90125
92.88571428571429,143,6.9714285714285715,0.8313142857142857
88.375,21,5.46875,1.0975
112.3076923076923,23,3.423076923076923,1.2396153846153848
77.92857142857143,56,5.014285714285714,1.256857142857143
191.28907922912205,371,12.173447537473233,0.7634903640256959
95.33333333333333,13,2.3333333333333335,2.196111111111111
157.5,2,2.0,1.165
180.16666666666666,97,11.558333333333334,1.03675
75.2,4,1.8,0.2
121.86728971962617,441,5.949532710280374,1.1510280373831774
91.91935483870968,49,2.661290322580645,1.4243548387096774
161.4476295479603,768,5.991179713340683,1.0136714443219403
103.5,7,6.0,1.28375
89.16666666666667,10,2.5833333333333335,0.6033333333333334
94.625,8,2.375,2.38125
83.64545454545454,77,5.2727272727272725,1.4680909090909091
83.3,10,3.1,1.076
109.58064516129032,24,6.225806451612903,1.6658064516129032
91.83333333333333,6,3.0,0.6116666666666667
265.69331585845345,972,11.450196592398427,0.8223328964613369
80.33944954128441,95,8.064220183486238,0.6944954128440367
179.75,4,2.25,2.1275
111.6376811594203,308,5.559420289855073,0.724231884057971
76.94117647058823,15,1.8235294117647058,1.3176470588235294
69.33333333333333,9,2.933333333333333,1.2413333333333332
83.44444444444444,14,2.2222222222222223,0.7655555555555555
88.91666666666667,48,2.35,2.1428333333333334
58.5,6,1.8333333333333333,1.4866666666666666
77.5,18,15.95,1.122
215.74273858921163,276,15.67219917012448,0.6477800829875519
151.64285714285714,14,4.571428571428571,0.7371428571428572
274.6666666666667,3,2.0,1.5999999999999999
101.8,4,7.8,2.416
57.0,1,1.0,0.0
57.4,4,2.0,2.2
76.0,6,2.625,2.3575
276.24675324675326,65,6.0519480519480515,0.6242857142857143
196.06425702811245,220,6.991967871485944,0.883132530120482
79.9,8,41.4,0.755
75.54838709677419,30,3.7096774193548385,0.8883870967741935
81.2,3,1.2,0.7140000000000001
64.0,4,23.5,0.7175
85.2741935483871,49,2.774193548387097,1.485
171.46138613861388,461,8.623762376237623,0.8598217821782178
69.07692307692308,29,4.538461538461538,1.267948717948718
105.0,15,2.764705882352941,1.5370588235294118
93.60714285714286,23,2.6785714285714284,2.205357142857143
79.8913043478261,26,4.282608695652174,1.5099999999999998
90.11111111111111,5,10.88888888888889,1.18
129.33333333333334,3,1.6666666666666667,1.2566666666666666
144.50852272727272,309,5.744318181818182,0.9532954545454545
103.41463414634147,441,4.988742964352721,1.1305440900562853
84.50847457627118,47,3.2203389830508473,2.6733898305084742
76.88888888888889,11,2.6666666666666665,1.5077777777777779
143.45569620253164,73,3.848101265822785,1.1774683544303797
83.87735849056604,79,5.40566037735849,1.3529245283018867
87.11702127659575,60,5.1063829787234045,2.231382978723404
78.0,1,3.0,2.56
77.18439716312056,326,8.004728132387706,1.0174231678486998
236.3,9,5.7,0.924
132.17857142857142,47,3.2857142857142856,1.4269642857142857
96.32894736842105,67,5.473684210526316,0.9136842105263158
111.85714285714286,7,2.142857142857143,3.8128571428571427
76.69491525423729,38,3.542372881355932,2.1315254237288137
75.0,1,3.0,1.69
69.23076923076923,7,2.1538461538461537,3.1576923076923076
123.0,3,3.4,0.21600000000000003
94.15337423312883,116,5.3496932515337425,1.3587116564417179
152.71428571428572,7,2.857142857142857,0.6185714285714285
70.0,2,2.5,4.34
254.34285714285716,295,6.011428571428572,0.9191142857142857
53.46666666666667,10,2.1333333333333333,1.97
89.25,7,2.375,1.74
82.4,23,3.1,2.9379999999999997
146.72535211267606,243,6.658450704225352,1.0623591549295774
94.23529411764706,49,2.023529411764706,3.6735294117647057
154.75,4,48.25,0.755
100.82894736842105,50,1.881578947368421,2.2473684210526317
118.14583333333333,37,10.583333333333334,1.4814583333333333
98.96296296296296,19,2.7777777777777777,2.0344444444444445
132.13888888888889,35,10.25,0.7183333333333333
84.86501377410468,266,6.966942148760331,1.140358126721763
103.31443298969072,308,6.440721649484536,1.0231701030927836
228.88771929824563,137,12.919298245614035,1.0679298245614035
91.04166666666667,17,1.9166666666666667,2.1170833333333334
169.0,3,5.25,0.8825
76.19047619047619,25,2.3095238095238093,2.107857142857143
144.85714285714286,6,2.4285714285714284,0.8185714285714286
51.54545454545455,8,2.3636363636363638,1.130909090909091
330.3939393939394,125,10.636363636363637,0.5469090909090909
127.06944444444444,64,4.875,1.9962499999999999
137.14285714285714,6,2.4285714285714284,2.172857142857143
69.57142857142857,14,2.619047619047619,1.1095238095238096
172.14966367713004,1396,9.230381165919283,0.8503811659192825
178.0344295991778,1570,9.478931140801645,0.7605704008221994
113.81818181818181,7,7.090909090909091,1.6327272727272728
187.1764705882353,32,18.352941176470587,0.6344117647058823
85.58,41,3.32,1.874
89.66592427616926,761,6.536748329621381,0.9762806236080178
80.55555555555556,9,5.166666666666667,1.2833333333333334
122.0,2,1.5,0.395
239.49336870026525,684,7.70026525198939,0.7575331564986737
122.2,7,1.9,1.453
71.5,2,2.5,0.505
107.54545454545455,8,1.9090909090909092,2.4145454545454546
96.75,27,5.875,1.809
139.83926286153059,3362,5.930637317635014,0.8884898899411313
249.0,1,4.0,0.8
138.9936305732484,135,8.713375796178344,0.9860509554140128
67.17045454545455,45,2.7954545454545454,1.8513636363636365
60.09090909090909,9,1.4545454545454546,2.3745454545454545
700.0,1,7.0,0.0
85.09787234042552,147,10.314893617021276,1.2223404255319148
